Date,Summary,Aircraft type,Operator,Passengers,Crew,Fatalities,Injuries,Survivors,Name,Year,Link,Location,Latitude,Longitude,Onboard,Death Rate,Injury Rate
23 December 1987 (1987-12-23),"Attempted missile attack, near miss",McDonnell-Douglas DC-10-30,Finnair,201.0,18.0,0.0,,219.0,Finnair Flight 915,1987,https://en.wikipedia.org/wiki/Finnair_Flight_915,Edgeøya,77.74948839999999,22.72301186057086,219.0,0.0,0.0
4 April 1987,Crashed on approach in bad weather,Douglas DC-9-32,Garuda Indonesia,37.0,8.0,23.0,22.0,22.0,Garuda Indonesia Flight 035,1987,https://en.wikipedia.org/wiki/Garuda_Indonesia_Flight_035,Medan Airport,3.6312989499999997,98.87474620480532,45.0,0.5111111111111111,0.4888888888888889
29 November 1987 (1987-11-29),"Bombing, state terrorism",Boeing 707-3B5C,Korean Air,104.0,11.0,115.0,,0.0,Korean Air Flight 858,1987,https://en.wikipedia.org/wiki/Korean_Air_Flight_858,Andaman Sea,14.55,97.38,115.0,1.0,0.0
9 May 1987,Uncontained engine failure leading to in-flight fire and destruction of control systems,Ilyushin Il-62M,LOT Polish Airlines,172.0,11.0,183.0,,0.0,LOT Polish Airlines Flight 5055,1987,https://en.wikipedia.org/wiki/LOT_Polish_Airlines_Flight_5055,Kabaty Woods,52.11333,21.04444,183.0,1.0,0.0
"June 26, 1987",Controlled flight into terrain due to bad weather,Hawker Siddeley HS 748,Philippine Airlines,46.0,4.0,50.0,,0.0,Philippine Airlines Flight 206,1987,https://en.wikipedia.org/wiki/Philippine_Airlines_Flight_206,Benguet,16.31917,120.80167,50.0,1.0,0.0
"December 13, 1987",Controlled flight into terrain,Short 360-300,Philippine Airlines,11.0,4.0,15.0,,0.0,Philippine Airlines Flight 443,1987,https://en.wikipedia.org/wiki/Philippine_Airlines_Flight_443,Iligan-Maria Cristina Airport,8.130893799999999,124.21519679580359,15.0,1.0,0.0
28 November 1987 (1987-11-28),In-flight fire of undetermined origin in cargo hold leading to loss of control and in-flight breakup[1],Boeing 747-244BM Combi,South African Airways,140.0,19.0,159.0,,0.0,South African Airways Flight 295,1987,https://en.wikipedia.org/wiki/South_African_Airways_Flight_295,Indian Ocean,-19.17500,59.63333,159.0,1.0,0.0
31 August 1987,Pilot error along with ATC error,Boeing 737-2P5,Thai Airways,74.0,9.0,83.0,,0.0,Thai Airways Flight 365,1987,https://en.wikipedia.org/wiki/Thai_Airways_Flight_365,Phuket International Airport,8.12778,98.47111,83.0,1.0,0.0
3 January 1987,Crashed while landing due to engine failure,Boeing 707-320C,Varig,39.0,12.0,50.0,1.0,1.0,Varig Flight 797,1987,https://en.wikipedia.org/wiki/Varig_Flight_797,Akouré,5.3773412,-3.7479983,51.0,0.9803921568627451,0.0196078431372549
"December 11, 1988 (1988-12-11)","Pilot error, CFIT",Ilyushin Il-76M,Soviet Air Forces,69.0,9.0,77.0,,1.0,1988 Soviet Air Force Il-76 crash,1988,https://en.wikipedia.org/wiki/1988_Soviet_Air_Force_Il-76_crash,,,,78.0,0.9871794871794872,0.0
27 February 1988 (1988-02-27),"CFIT, aircraft destroyed",Boeing 727-200,Talia Airways on behalf of JAT,2.0,13.0,15.0,,0.0,1988 Talia Airways/JAT Boeing 727 crash,1988,https://en.wikipedia.org/wiki/1988_Talia_Airways_Boeing_727_crash,Kornokipos,35.295,33.572,15.0,1.0,0.0
18 January 1988 (1988-01-18),Heavy landing due to pilot error,Tupolev Tu-154B-1,Aeroflot,137.0,9.0,11.0,,135.0,Aeroflot Flight 699,1988,https://en.wikipedia.org/wiki/Aeroflot_Flight_699,Turkmenbashi International Airport,40.06528,53.0062972,146.0,0.07534246575342465,0.0
"March 8, 1988",Hijacking,Tupolev Tu-154B,Aeroflot,76.0,8.0,9.0,20.0,75.0,Aeroflot Flight 3739 (1988),1988,https://en.wikipedia.org/wiki/Aeroflot_Flight_3739_(1988),,,,84.0,0.10714285714285714,0.23809523809523808
26 June 1988; 35 years ago (1988-06-26),Controlled flight into terrain during flying display,Airbus A320-111,Air Charter International for Air France,130.0,6.0,3.0,50.0,133.0,Air France Flight 296Q,1988,https://en.wikipedia.org/wiki/Air_France_Flight_296Q,Mulhouse–Habsheim Airport,47.74944,7.42611,136.0,0.022058823529411766,0.36764705882352944
"June 12, 1988",Undershot the runway due to pilot error,McDonnell Douglas MD-81,Austral Líneas Aéreas,55.0,6.0,61.0,0.0,0.0,Austral Líneas Aéreas Flight 046,1988,https://en.wikipedia.org/wiki/Austral_L%C3%ADneas_A%C3%A9reas_Flight_046,Libertador General José de San Martín Airport,-27.391727449999998,-55.966770332177454,61.0,1.0,0.0
"March 17, 1988","Controlled flight into terrain due to pilot error, lack of crew resource management",Boeing 727-21,Avianca,136.0,7.0,143.0,,0.0,Avianca Flight 410,1988,https://en.wikipedia.org/wiki/Avianca_Flight_410,Cúcuta,8.0837,-72.6925,143.0,1.0,0.0
13 July 1988,Forced water landing due to uncontrolled engine fire,Sikorsky S-61N,British International Helicopters,19.0,2.0,0.0,0.0,21.0,Sikorsky S-61N G-BEID,1988,https://en.wikipedia.org/wiki/1988_British_International_Helicopters_Sikorsky_S-61N_crash,Sumburgh,59.869564,-1.286214,21.0,0.0,0.0
23 June 1988 12:55 (GMT),,,,,,,,,,1988,https://en.wikipedia.org/wiki/1988_British_Army_Lynx_shootdown,,,,0.0,0.0,0.0
31 August 1988,A combination of pilot error and bad weather,Hawker Siddeley Trident 2E,CAAC Guangzhou Regional Administration (now China Southern Airlines),78.0,11.0,7.0,15.0,82.0,CAAC Flight 301,1988,https://en.wikipedia.org/wiki/CAAC_Flight_301,Kowloon Bay,22.3231377,114.21412352083235,89.0,0.07865168539325842,0.16853932584269662
18 January 1988,In-flight fire causing structural failure and loss of control due to poor maintenance,Ilyushin Il-18D,China Southwest Airlines,98.0,10.0,108.0,,0.0,China Southwest Airlines Flight 4146,1988,https://en.wikipedia.org/wiki/China_Southwest_Airlines_Flight_4146,Chongqing Baishiyi Airport,29.52361,106.33333,108.0,1.0,0.0
2 January 1988,Controlled flight into terrain due to pilot error,Boeing 737-230,Condor,11.0,5.0,16.0,,0.0,Condor Flugdienst Flight 3782,1988,https://en.wikipedia.org/wiki/Condor_Flugdienst_Flight_3782,Seferihisar,38.1953539,26.8384935,16.0,1.0,0.0
17 August 1988,Crashed after takeoffDisputed,Lockheed C-130B Hercules,Pakistan Air Force,17.0,13.0,30.0,0.0,0.0,1988 PAF C-130B crash,1988,https://en.wikipedia.org/wiki/Death_of_Muhammad_Zia-ul-Haq,,,,30.0,1.0,0.0
15 September 1988,Belly landing after bird strike,Boeing 737-200,Ethiopian Airlines,98.0,6.0,31.0,,69.0,Ethiopian Airlines Flight 604,1988,https://en.wikipedia.org/wiki/Ethiopian_Airlines_Flight_604,Bahir Dar Airport,11.60472,37.31972,104.0,0.2980769230769231,0.0
19 October 1988,Controlled flight into terrain due to pilot error and ATC error under poor visibility,Boeing 737-200,Indian Airlines,129.0,6.0,133.0,2.0,2.0,Indian Airlines Flight 113,1988,https://en.wikipedia.org/wiki/Indian_Airlines_Flight_113,Ahmedabad Airport,23.09139,72.65250,135.0,0.9851851851851852,0.014814814814814815
3 July 1988,Shot down by a missile fired from USS Vincennes; reason for shootdown disputed,Airbus A300B2-203,Iran Air,274.0,16.0,290.0,,0.0,Iran Air Flight 655,1988,https://en.wikipedia.org/wiki/Iran_Air_Flight_655,Strait of Hormuz,26.66833,56.04472,290.0,1.0,0.0
5–20 April 1988,Hijacking,Boeing 747-269B,Kuwait Airways,97.0,15.0,2.0,,110.0,Kuwait Airways Flight 422,1988,https://en.wikipedia.org/wiki/Kuwait_Airways_Flight_422,Arabian Sea,12.436818800000001,63.00257370438362,112.0,0.017857142857142856,0.0
2 November 1988,Icing causing engine failure,Antonov An-24B,LOT Polish Airlines,25.0,4.0,1.0,,28.0,LOT Flight 703,1988,https://en.wikipedia.org/wiki/LOT_Polish_Airlines_Flight_703,Białobrzegi,50.10139,22.32361,29.0,0.034482758620689655,0.0
8 February 1988,"Aircraft struck by lightning, followed by spatial disorientation and in-flight break up",Swearingen SA.227BC Metroliner III,Nürnberger Flugdienst,19.0,2.0,21.0,,0.0,Nürnberger Flugdienst Flight 108,1988,https://en.wikipedia.org/wiki/N%C3%BCrnberger_Flugdienst_Flight_108,Kettwig,51.3743,6.9148,21.0,1.0,0.0
21 December 1988 (1988-12-21),In-flight breakup due to terrorist bombing,Boeing 747-121,Pan American World Airways,243.0,16.0,270.0,,0.0,Pan Am Flight 103Lockerbie bombing,1988,https://en.wikipedia.org/wiki/Pan_Am_Flight_103,Lockerbie,55.11556,-3.35861,259.0,1.0424710424710424,0.0
"August 28, 1988 (1988-08-28)",Mid-air collision,,Frecce TricoloriAeronautica Militare,,,70.0,500.0,,Ramstein air show disaster,1988,https://en.wikipedia.org/wiki/Ramstein_air_show_disaster,Ramstein Air Base,49.43833,7.60361,0.0,0.0,0.0
"December 8, 1988",Crash during low-altitude flight,A-10 Thunderbolt II,United States Air Force,0.0,1.0,6.0,50.0,0.0,1988 Remscheid A-10 crash,1988,https://en.wikipedia.org/wiki/1988_Remscheid_A-10_crash,Remscheid,51.18639,7.16056,1.0,6.0,50.0
1 March 1988 (1988-03-01),In-flight breakup due to suicide bombing,Embraer EMB 110 Bandeirante,Comair (South Africa),15.0,2.0,17.0,0.0,0.0,Comair Flight 206,1988,https://en.wikipedia.org/wiki/Comair_Flight_206,,,,17.0,1.0,0.0
4 March 1988,Electrical failure leading to crash,Fairchild FH-227,TAT European Airlines,20.0,3.0,23.0,,0.0,TAT Flight 230,1988,https://en.wikipedia.org/wiki/TAT_Flight_230,Fontainebleau,48.4049375,2.7015872,23.0,1.0,0.0
"January 19, 1988","Pilot error aggravated by cocaine use, leading to controlled flight into terrain[1]",Fairchild Metro III,Trans-Colorado Airlines d/b/a Continental Express,15.0,2.0,9.0,7.0,8.0,Trans-Colorado Airlines Flight 2286,1988,https://en.wikipedia.org/wiki/Trans-Colorado_Airlines_Flight_2286,Bayfield,37.217,-107.683,17.0,0.5294117647058824,0.4117647058823529
17 October 1988 (1988-10-17),Pilot error,Boeing 707-338C,Uganda Airlines,45.0,7.0,33.0,,19.0,Uganda Airlines Flight 775,1988,https://en.wikipedia.org/wiki/Uganda_Airlines_Flight_775,Rome-Fiumicino Airport,41.8044,12.2508,52.0,0.6346153846153846,0.0
"September 29, 1988",Hijacking,Boeing 737-317,VASP,98.0,7.0,1.0,3.0,104.0,VASP Flight 375,1988,https://en.wikipedia.org/wiki/VASP_Flight_375,Santa Genoveva Airport,-17.9425421,-50.3402355,105.0,0.009523809523809525,0.02857142857142857
9 September 1988,"CFIT for reasons unknown, probably due to a lightning strike",Tupolev Tu-134,Vietnam Airlines,84.0,6.0,76.0,,14.0,Vietnam Airlines Flight 831,1988,https://en.wikipedia.org/wiki/Vietnam_Airlines_Flight_831,Tambon,13.96361,100.64333,90.0,0.8444444444444444,0.0
6 May 1988,Controlled flight into terrain caused by pilot error and fog,de Havilland Canada Dash 7 Series 102,Widerøe,33.0,3.0,36.0,,0.0,Widerøe Flight 710,1988,https://en.wikipedia.org/wiki/Wider%C3%B8e_Flight_710,Torghatten,65.39333,12.08667,36.0,1.0,0.0
10 March 1989 (10 March 1989),Crashed on take-off in icing conditions,Fokker F28-1000 Fellowship,Air Ontario,65.0,4.0,24.0,37.0,45.0,Air Ontario Flight 1363,1989,https://en.wikipedia.org/wiki/Air_Ontario_Flight_1363,Dryden Regional Airport,49.83889,-92.76694,69.0,0.34782608695652173,0.5362318840579711
13 August 1989 at 6:38 am ACST (UTC+9:30),Hot-air balloon mid-air collision,,Toddy's Ballooning[1],12.0,1.0,13.0,,0.0,1989,1989,https://en.wikipedia.org/wiki/1989_Alice_Springs_hot_air_balloon_crash,Alice Springs,-23.6983884,133.8812885,13.0,1.0,0.0
"November 27, 1989",Bombing,Boeing 727-21,Avianca,101.0,6.0,110.0,,0.0,Avianca Flight 203,1989,https://en.wikipedia.org/wiki/Avianca_Flight_203,Soacha,4.55833,-74.26250,107.0,1.02803738317757,0.0
4 July 1989 (1989-07-04),Crashed into a house following pilot ejection,Mikoyan-Gurevich MiG-23M,Soviet Air Forces,,1.0,1.0,,1.0,1989 Belgium MiG-23 crash,1989,https://en.wikipedia.org/wiki/1989_Belgium_MiG-23_crash,Bellegem,50.759389,3.311500,1.0,1.0,0.0
26 October 1989 (1989-10-26),"Takeoff from wrong runway, wrong turn after airborne due to pilot error",Boeing 737-209,China Airlines,47.0,7.0,54.0,,0.0,China Airlines Flight 204,1989,https://en.wikipedia.org/wiki/China_Airlines_Flight_204,Hualien Airport,24.02372475,121.61998199610741,54.0,1.0,0.0
"August 15, 1989 (1989-08-15)",Engine failure after takeoff,Antonov An-24,China Eastern Airlines,32.0,8.0,34.0,6.0,6.0,China Eastern Airlines Flight 5510,1989,https://en.wikipedia.org/wiki/China_Eastern_Airlines_Flight_5510,Shanghai Hongqiao Airport,31.19767765,121.33448312534463,40.0,0.85,0.15
3 September 1989,"Crashed in takeoff, due to low altitude windshear and pilot error[1]",Ilyushin Il-62M,Cubana,115.0,11.0,150.0,,0.0,Cubana de Aviación Flight 9046,1989,https://en.wikipedia.org/wiki/Cubana_de_Aviaci%C3%B3n_Flight_9046,Havana,23.012,-82.380,126.0,1.1904761904761905,0.0
"February 19, 1989",Controlled flight into terrain due to pilot error,Boeing 747-249F-SCD,Flying Tiger Line,0.0,4.0,4.0,,0.0,Flying Tiger Line Flight 66,1989,https://en.wikipedia.org/wiki/Flying_Tiger_Line_Flight_66,Kuala Lumpur International Airport,3.0153,101.6389,4.0,1.0,0.0
8 February 1989,"Controlled flight into terrain due to atc/pilot error, incorrect altitude settings, and poor training",Boeing 707-331B,Independent Air,137.0,7.0,144.0,,0.0,Independent Air Flight 1851,1989,https://en.wikipedia.org/wiki/Independent_Air_Flight_1851,,36.981475,-25.091008,144.0,1.0,0.0
17 June 1989,Runway excursion on take-off,Ilyushin Il-62,Interflug,103.0,10.0,21.0,,92.0,Interflug Flight 102,1989,https://en.wikipedia.org/wiki/Interflug_Flight_102,Berlin Schönefeld Airport,52.366528349999996,13.488062884599568,113.0,0.18584070796460178,0.0
27 November 1989,Unknown,Lockheed Hercules L-100-20,Tepper Aviation for CIA,0.0,5.0,5.0,0.0,0.0,1989 Jamba Hercules crash,1989,https://en.wikipedia.org/wiki/1989_Angola_Lockheed_L-100_crash,"Jamba, Cuando Cubango",-17.507609,22.726622,5.0,1.0,0.0
8 January 1989,Failure of one engine followed by erroneous shut-down of the operating engine,Boeing 737-4Y0,British Midland,118.0,8.0,47.0,74.0,79.0,British Midland Airways Flight 092,1989,https://en.wikipedia.org/wiki/Kegworth_air_disaster,East Midlands Airport,52.83194,-1.299306,126.0,0.373015873015873,0.5873015873015873
"November 25, 1989 (1989-11-25)",Engine failure on takeoff caused by icing,Fokker F28 Fellowship 4000,Korean Air,46.0,6.0,1.0,44.0,51.0,Korean Air Flight 175,1989,https://en.wikipedia.org/wiki/Korean_Air_Flight_175,Gimpo International Airport,37.55900775,126.7942402657747,52.0,0.019230769230769232,0.8461538461538461
27 July 1989 (1989-07-27),Pilot error in low visibility leading to controlled flight into terrain,McDonnell Douglas DC-10-30,Korean Air,181.0,18.0,79.0,,124.0,Korean Air Flight 803,1989,https://en.wikipedia.org/wiki/Korean_Air_Flight_803,Tripoli International Airport,32.66849245,13.149413956650154,199.0,0.3969849246231156,0.0
"August 3, 1989 (1989-08-03)",Controlled flight into terrain,Shorts 330-200,Olympic Aviation,31.0,3.0,34.0,,0.0,Olympic Aviation Flight 545,1989,https://en.wikipedia.org/wiki/Olympic_Aviation_Flight_545,Mount Kerkis,,,34.0,1.0,0.0
25 August 1989 (1989-08-25),Missing; presumed crashed,Fokker F27 Friendship,Pakistan International Airlines,49.0,5.0,54.0,,0.0,Pakistan International Airlines Flight 404,1989,https://en.wikipedia.org/wiki/Pakistan_International_Airlines_Flight_404,Himalaya Mountains,35.2369083,74.5900611,54.0,1.0,0.0
8 September 1989,Rudder failure and break off due to improper APU maintenance and use of counterfeit tail parts caused by resonance; loss of control leading to in-flight breakup,Convair CV-580,Partnair,50.0,5.0,55.0,,0.0,Partnair Flight 394,1989,https://en.wikipedia.org/wiki/Partnair_Flight_394,Hirtshals,57.73694,10.10889,55.0,1.0,0.0
7 June 1989,Controlled flight into terrain due to pilot error,McDonnell Douglas DC-8-62,Surinam Airways,178.0,9.0,176.0,9.0,11.0,Surinam Airways Flight 764,1989,https://en.wikipedia.org/wiki/Surinam_Airways_Flight_764,Johan Adolf Pengel Int'l Airport,5.45333,-55.22972,187.0,0.9411764705882353,0.0481283422459893
21 October 1989,Controlled flight into terrain,Boeing 727-224,TAN-SAHSA,138.0,8.0,131.0,15.0,15.0,TAN-SAHSA Flight 414,1989,https://en.wikipedia.org/wiki/TAN-SAHSA_Flight_414,Toncontín International Airport,13.94521,-87.24084,146.0,0.8972602739726028,0.10273972602739725
21 March 1989[1],Stall caused by pilot error on approach. Crashed 2km from the airport,Boeing 707-349C,Transbrasil,0.0,3.0,25.0,200.0,0.0,Transbrasil Flight 801,1989,https://en.wikipedia.org/wiki/Transbrasil_Flight_801,São Paulo/Guarulhos International Airport,-23.43779495,-46.481320528800595,3.0,8.333333333333334,66.66666666666667
"July 19, 1989 (1989-07-19)",Uncontained engine failure resulting in loss of hydraulics,McDonnell Douglas DC-10-10,United Airlines,285.0,11.0,112.0,171.0,184.0,United Airlines Flight 232,1989,https://en.wikipedia.org/wiki/United_Airlines_Flight_232,Sioux Gateway Airport,42.40806,-96.38389,296.0,0.3783783783783784,0.5777027027027027
"February 24, 1989 (1989-02-24)",Cargo door failure due to design flaw leading to explosive decompression[1],Boeing 747-122,United Airlines,337.0,18.0,9.0,38.0,346.0,United Airlines Flight 811,1989,https://en.wikipedia.org/wiki/United_Airlines_Flight_811,"Honolulu, Hawaii",20.690,-158.675,355.0,0.02535211267605634,0.10704225352112676
19 September 1989,Terrorist bombing,McDonnell Douglas DC-10-30,Union des Transports Aériens (UTA),156.0,14.0,170.0,0.0,0.0,UTA Flight 772,1989,https://en.wikipedia.org/wiki/UTA_Flight_772,Ténéré,16.86493,11.953712,170.0,1.0,0.0
3 September 1989,Major navigational error resulting in fuel exhaustion,Boeing 737-241,Varig,48.0,6.0,12.0,34.0,42.0,Varig Flight 254,1989,https://en.wikipedia.org/wiki/Varig_Flight_254,São José do Xingu,-10.4445972,-52.6574722,54.0,0.2222222222222222,0.6296296296296297
18 May 1990 (1990-05-18),Pilot error following partial engine failure,Beechcraft 1900C,Aerolift Philippines,19.0,2.0,25.0,,0.0,Aerolift Philippines Flight 075,1990,https://en.wikipedia.org/wiki/Aerolift_Philippines_Flight_075,Ninoy Aquino International Airport,14.5123016,121.02188606807516,21.0,1.1904761904761905,0.0
14 November 1990 (1990-11-14),Controlled flight into terrain due to NAV receiver failure and pilot error,Douglas DC-9-32,Alitalia,40.0,6.0,46.0,,0.0,Alitalia Flight 404,1990,https://en.wikipedia.org/wiki/Alitalia_Flight_404,"Weiach, Switzerland",47.54722,8.44750,46.0,1.0,0.0
"January 25, 1990",Crashed following fuel exhaustion and pilot fatigue,Boeing 707-321B,Avianca,149.0,9.0,73.0,85.0,85.0,Avianca Flight 052,1990,https://en.wikipedia.org/wiki/Avianca_Flight_052,"Cove Neck, New York",40.88000,-73.49528,158.0,0.4620253164556962,0.5379746835443038
21 November 1990 (1990-11-21),Pilot error and spatial disorientation,de Havilland Canada Dash 8-100,Bangkok Airways,33.0,5.0,38.0,,0.0,Bangkok Airways Flight 125,1990,https://en.wikipedia.org/wiki/Bangkok_Airways_Flight_125,Koh Samui Airport,9.5169,100.03631,38.0,1.0,0.0
2 August 1990 (1990-08-02),Passengers and crew taken hostage hours after the Invasion of Kuwait,Boeing 747-136,British Airways,367.0,18.0,1.0,,384.0,British Airways Flight 149,1990,https://en.wikipedia.org/wiki/British_Airways_Flight_149,Kuwait International Airport,29.2202681,47.95515559449122,385.0,0.0025974025974025974,0.0
10 June 1990,Explosive decompression of cockpit window due to poor maintenance procedures,BAC One-Eleven 528FL,British Airways,81.0,6.0,0.0,2.0,87.0,British Airways Flight 5390,1990,https://en.wikipedia.org/wiki/British_Airways_Flight_5390,Didcot,51.60583,-1.24083,87.0,0.0,0.022988505747126436
11 February 1990 16:30 (GMT),,,,,,,,,,1990,https://en.wikipedia.org/wiki/1990_British_Army_Gazelle_shootdown,,,,0.0,0.0,0.0
11 September 1990 (1990-09-11),Disappearance; presumed ditching following fuel exhaustion,Boeing 727–247,Faucett Perú (transferral flight from Air Malta),10.0,6.0,,,,1990 Faucett Perú 727 disappearance,1990,https://en.wikipedia.org/wiki/1990_Faucett_Per%C3%BA_Boeing_727_disappearance,Cape Race,46.6610695,-53.0751169,16.0,0.0,0.0
2 October 1990 (1990-10-02),Hijacking leading to runway collision,,Xiamen Airlines,93.0,9.0,128.0,53.0,95.0,Guangzhou Baiyun aircraft collisionsXiamen Airlines Flight 8301 · China Southern Airlines Flight 3523 · China Southwest Airlines Flight 4305,1990,https://en.wikipedia.org/wiki/1990_Guangzhou_Baiyun_airport_collisions,Guangzhou BaiyunInternational Airport,23.1872,113.2680,102.0,1.2549019607843137,0.5196078431372549
14 February 1990 (1990-02-14),Controlled flight into terrain due to pilot error,Airbus A320-231,Indian Airlines,139.0,7.0,92.0,54.0,54.0,Indian Airlines Flight 605,1990,https://en.wikipedia.org/wiki/Indian_Airlines_Flight_605,,12.9481,77.6478,146.0,0.6301369863013698,0.3698630136986301
